"nome palestra","discipline","indirizzo","telefono","orari di apertura","pagina web","lat","long"
"PureGym Bellinzona","Fitness","Viale Officina 17, 6500 Bellinzona, Svizzera","","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","https://www.puregym.swiss/it/studio/bellinzonautm_source=google&utm_medium=my_business&utm_campaign=local_marketing","46.198399999999999","9.0289129999999993"
"Quality Centro Fitness","MMA | Fitness","Via Francesco Borromini 20, 6850 Mendrisio, Svizzera","+41 91 646 38 36","Lun 07:30-22 | Mar 08:30-22 | Mer 07:30-22 | Gio 08:30-22 | Ven 07:30-22 | Sab 09-17 | Dom 09-17","http://www.oltreilfitness.com/","45.869180999999998","8.9745179999999998"
"Quinto elemento XXL!","Fitness","Via D. Chiesa, 22, 21040 Venegono Inferiore VA, Italia","+39 0331 865524","Lun 06-22 | Mar 06-22 | Mer 06-22 | Gio 06-22 | Ven 06-22 | Sab 08-18 | Dom 09-12:30","https://ilquintoseitu.it/","45.733992999999998","8.8917190000000002"
"Raìz Centro Olistico","Yoga","Via Giuseppe Piermarini, 26, 21100 Varese VA, Italia","+39 333 686 5080","Lun 09:30-20:30 | Mar 09:30-20:30 | Mer 09:30-20:30 | Gio 09:30-20:30 | Ven 09:30-20:30 | Sab chiuso | Dom chiuso","http://www.raizcentroolistico.com/","45.835254999999997","8.8264809999999994"
"Randstad","Fitness","Corso Paolo Bernacchi, 35, 21049 Tradate VA, Italia","+39 0331 814222","Lun 09-13, 14-18 | Mar 09-13, 14-17:30 | Mer 09-13, 14-17:30 | Gio 09-13, 14-17:30 | Ven 09-13, 14-17:30 | Sab chiuso | Dom chiuso","https://www.randstad.it/trova-filiale/tradate_1101/utm_campaign=gmb&utm_content=gmb-website&utm_medium=organic&utm_source=google","45.712457999999998","8.9062570000000001"
"Rari Nantes Saronno","Nuoto","Via Miola, 5, 21047 Saronno VA, Italia","+39 333 186 5726","Lun 07-13 | Mar 07-13, 19:15-22 | Mer 07-13, 19:15-22 | Gio 07-13 | Ven 07-13, 19:15-22 | Sab 07-13, 15-19:30 | Dom 08-18:30","http://rarinantessaronno.it/","45.634667999999998","9.0476860000000006"
"RB Training Sport Chiasso","Fitness","Via Campagna 4, 6832 Chiasso, Svizzera","+41 78 268 70 73","Lun 06-21:30 | Mar 06-21:30 | Mer 06-21:30 | Gio 06-21:30 | Ven 06-21:30 | Sab 06-21:30 | Dom chiuso","http://www.rbtraining.ch/chiasso","45.830928999999998","8.9974570000000007"
"RB Training Sport Lugano","Fitness","Via Ceresio 42, 6963 Lugano, Svizzera","+41 79 510 78 37","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab chiuso | Dom chiuso","https://www.rbtraining.ch/pregassona","46.021529000000001","8.9666119999999996"
"RB Training Sport Mendrisio","Fitness","Via Giuseppe Motta 6, 6850 Mendrisio, Svizzera","+41 78 268 70 73","Lun 07-21 | Mar 07-21 | Mer 07-21 | Gio 07-21 | Ven 07-21 | Sab 09-13 | Dom chiuso","https://www.rbtraining.ch/mendrisio","45.867846999999998","8.9803040000000003"
"Re Activ Lugano - FISIOTERAPIA - CRIOTERAPIA - LINFODRENAGGIO","Fitness","Via Trevano 85, 6900 Lugano, Svizzera","+41 78 234 91 07","Lun 07-20 | Mar 07-20 | Mer 07-20 | Gio 07-20 | Ven 07-20 | Sab chiuso | Dom chiuso","https://re-activ.com/","46.020296999999999","8.9573129999999992"
"Real Busto ASD","Fitness","Via T. Rodari, 25, 21052 Busto Arsizio VA, Italia","","Orari da verificare","https://www.realbustoasd.it/","45.619514000000002","8.8314489999999992"
"Reclame Shopping Club Varese","Fitness","Via Silvestro Sanvito, 66, 21100 Varese VA, Italia","+39 0332 830133","Lun 09:30-19:30 | Mar 09:30-19:30 | Mer 09:30-19:30 | Gio 09:30-19:30 | Ven 09:30-19:30 | Sab 09:30-19:30 | Dom 10-13, 15-19:30","https://www.reclamesc.com/","45.823827000000001","8.8134800000000002"
"Reha Medica SA","Fitness","Piazza Rinaldo Simen 8, 6500 Bellinzona, Svizzera","+41 91 826 24 24","Lun 07:30-17:30 | Mar 07:30-17:30 | Mer 07:30-17:30 | Gio 07:30-17:30 | Ven 07:30-17:30 | Sab chiuso | Dom chiuso","https://rehamedica.ch/","46.193967999999998","9.0245770000000007"
"RESTLESS GYM","Fitness","Via Industria 4, 6814 Cadempino, Svizzera","+41 79 567 12 52","Lun 10-22 | Mar 10-22 | Mer 10-22 | Gio 10-22 | Ven 10-22 | Sab 09-13 | Dom chiuso","http://www.restlessgym.ch/","46.033689000000003","8.9297090000000008"
"Ri_Forma Fitness Club","Fitness","Crocicchio Cortogna 2, 6900 Lugano, Svizzera","+41 79 708 12 01","Lun 07:30-20 | Mar 07:30-20 | Mer 07:30-20 | Gio 07:30-20 | Ven 07:30-20 | Sab 07:30-17 | Dom chiuso","","46.004292","8.9516930000000006"
"Ricci Cinzia","Yoga","Via S. Cristoforo, 9, 21047 Saronno VA, Italia","+39 320 178 8162","Orari da verificare","http://www.allineamentodinamico.it/","45.627327999999999","9.0370170000000005"
"Riky Gaetti Personal Fitness Services","Fitness","Golden Gloves Gym, Corso Elvezia 37, 6900 Lugano, Svizzera","+41 79 230 22 55","Lun 06-21:30 | Mar 06-21:30 | Mer 06-21:30 | Gio 06-21:30 | Ven 06-21:30 | Sab 08-14 | Dom 14-19","","46.010779999999997","8.956061"
"Rimoldi Fitness Boutique","Fitness","Via Marsala, 12, 21052 Busto Arsizio VA, Italia","+39 349 875 2489","Lun 15-20 | Mar chiuso | Mer 15-21 | Gio chiuso | Ven 10-20 | Sab chiuso | Dom chiuso","https://rimoldifitness.it/","45.617269999999998","8.8581819999999993"
"Rise up fitness club","Fitness","Via Rime 38, 6850 Mendrisio, Svizzera","+41 76 424 95 76","Orari da verificare","","45.870432999999998","8.9759180000000001"
"RiseFit A.S.D.","Fitness","Viale Isonzo, 99/Primo piano, interno 2, 20089 Rozzano MI, Italia","+39 340 915 4501","Lun 07-21 | Mar 09-21 | Mer 07-21 | Gio 09-21 | Ven 07-21 | Sab 10-12:30 | Dom chiuso","http://www.risefit.it/","45.391125000000002","9.1654040000000006"
"Ristorante Al Tennis Club","Fitness","Via Giacomo Matteotti, 84, 21020 Casciago VA, Italia","+39 0332 224535","Lun 09-22 | Mar 09-22 | Mer 09-22 | Gio 09-22 | Ven 09-22 | Sab 09-19 | Dom 09-19","","45.836114999999999","8.7842640000000003"
"Ristorante I tre musketieri","Fitness","Via Magatti Antonio 1, 21100 Varese VA, Italia","","Orari da verificare","","45.816929999999999","8.8279049999999994"
"Ritmo Shoes - Tradate","Fitness","Via della Fornace Cortellezzi, 12, 21049 Tradate VA, Italia","+39 0331 852292","Lun 09-20 | Mar 09-20 | Mer 09-20 | Gio 09-20 | Ven 09-20 | Sab 09-20 | Dom 09-20","http://www.ritmoshoes.it/","45.698587000000003","8.9119259999999993"
"ROAR TRAINING","Fitness","Via Varese, 72 b, 21013 Gallarate VA, Italia","+39 342 098 3385","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 09-17 | Dom chiuso","https://www.instagram.com/roar.training/","45.684080000000002","8.8005370000000003"
"Robur et Fides","Nuoto","Via Padre Samuele Marzorati, 51, 21100 Varese VA, Italia","","Lun 07:30-21:30 | Mar 07:30-21:30 | Mer 07:30-21:30 | Gio 07:30-21:30 | Ven 07:30-21:30 | Sab 08-14 | Dom 08-12:30","","45.825958","8.8166239999999991"
"Rust&Glory Gym Busto Arsizio","Fitness","Strada Comunale per Samarate, 21052 Busto Arsizio VA, Italia","","Lun 05-22:30 | Mar 05-22:30 | Mer 05-22:30 | Gio 05-22:30 | Ven 05-22:30 | Sab 05-22:30 | Dom 05-22:30","","45.612248000000001","8.8188359999999992"
"S.S.D. Castellanza Pesi","Bodybuilding | Fitness","Via C. Jucker, 21, 21053 Castellanza VA, Italia","+39 393 402 7661","Lun 09:15-22 | Mar 13-22 | Mer 09:15-22 | Gio 13-22 | Ven 09:15-22 | Sab 10-17 | Dom chiuso","","45.603935","8.8887560000000008"
"Sala Flow | Yoga e Pilates Reformer Varese","Pilates | Yoga","Via Silvestro Sanvito, 40, 21100 Varese VA, Italia","+39 346 311 5085","Lun 09-19 | Mar 07-20 | Mer 11-19 | Gio 07-19 | Ven 09-13 | Sab chiuso | Dom chiuso","https://www.valeflow.com/","45.822592","8.817456"
"Sandra Camesi Personal Training","Fitness","Via alla Ramogna 4, 6600 Locarno, Svizzera","+41 76 534 67 77","Lun 07-19 | Mar 07-19 | Mer 07-19 | Gio 07-19 | Ven 07-19 | Sab chiuso | Dom chiuso","http://www.sandracamesi.ch/","46.171114000000003","8.7996079999999992"
"Sara Pelli Yoga","Yoga","Via Rompeda 7, 6500 Bellinzona, Svizzera","+41 78 738 29 84","Orari da verificare","http://sarapelli-yoga.com/","46.184001000000002","9.0199510000000007"
"Saronno tennistavolo","Fitness","Via Piave, 1, 21047 Saronno VA, Italia","+39 02 960 1043","Lun 17:30-23:30 | Mar 20:30-22:30 | Mer 18-23 | Gio chiuso | Ven 18-23:30 | Sab 15-19 | Dom 15-19","http://www.adttsaronno.it/","45.622999","9.0458239999999996"
"SB Academy","Fitness","Via S. Gottardo 86, 6900 Massagno, Svizzera","+41 79 708 12 01","Orari da verificare","","46.01206","8.947223"
"SB_Club Studio Olistico Professionale di Sara Basso","Fitness","Via Ippolito Pindemonte, 2, 21049 Tradate VA, Italia","+39 371 759 5991","Orari da verificare","https://sites.google.com/view/sbclub-holisticlab/lo-scopoauthuser=0","45.713112000000002","8.9036279999999994"
"Schiavone Team Lab","Fitness","Viale Ippodromo, 9, 21100 Varese VA, Italia","+39 389 049 1555","Lun 08-22:30 | Mar 08-22:30 | Mer 08-22:30 | Gio 08-22:30 | Ven 08-22:30 | Sab 09-18:30 | Dom 09-14","https://www.schiavoneteamlab.academy/utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=17531277265500655401","45.830486000000001","8.8251819999999999"
"Scuola Club Migros Bellinzona","Fitness","Piazza Rinaldo Simen 8, 6500 Bellinzona, Svizzera","+41 58 568 05 00","Lun 08:30-20 | Mar 08:30-20 | Mer 08:30-20 | Gio 08:30-20 | Ven 08:30-18 | Sab chiuso | Dom chiuso","https://www.scuola-club.ch/sedi/bellinzona/","46.193725999999998","9.0243409999999997"
"Scuola del Tempo JuShin a.s.d.","Fitness","Via Novara, 49, 21013 Gallarate VA, Italia","+39 335 751 3236","Lun 08-22 | Mar 08-22 | Mer 08-22 | Gio 08-22 | Ven 08-22 | Sab chiuso | Dom chiuso","http://www.scuoladeltempojushin.com/","45.654798","8.7817349999999994"
"Scuola di Arti Marziali Accademia Ving Tsun Ticino da oltre 20 Anni a Lugano","Fitness","Via al Fiume 2, 6962 Viganello, Svizzera","+41 79 376 52 44","Lun 09-21 | Mar 09-21 | Mer 09-21 | Gio 09-21 | Ven 09-21 | Sab 09-12 | Dom chiuso","http://www.autodifesa.ch/","46.014505999999997","8.9623729999999995"
"Scuola di Arti Marziali Cinesi di Davide Franchi","Fitness","Via Giulio Uberti, 6, 21100 Varese VA, Italia","+39 347 283 1363","Lun 09:30-23 | Mar 09:30-23 | Mer 09:30-23 | Gio 09:30-23 | Ven 09:30-23 | Sab 00:00-24:00 | Dom chiuso","http://www.kungfuvarese.it/","45.806542","8.8324499999999997"
"Scuola di danza Performance Academy di Daniela Crisafulli","Fitness","Via F. Turati, 48/A, 21016 Luino VA, Italia","+39 348 042 3015","Lun 16-22 | Mar 09-12, 14-22 | Mer 09-12, 14-22 | Gio 16-22 | Ven 16-22 | Sab chiuso | Dom chiuso","http://www.performanceacademy.org/","45.993434000000001","8.7552430000000001"
"Scuola di Hatha Yoga","Yoga","Via Paolo Torriani 9a, 6850 Mendrisio, Svizzera","+41 76 730 01 89","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab chiuso | Dom chiuso","","45.868119","8.9872890000000005"
"Scuola di tennis Varesina Tennis Project","Fitness","Via Sesia, 573, 21043 Castiglione Olona VA, Italia","+39 348 228 8570","Lun 09-22 | Mar 09-22 | Mer 09-22 | Gio 09-22 | Ven 09-22 | Sab 09-18 | Dom 09-18","https://www.tennisprojectsonia.it/","45.741827000000001","8.8752420000000001"
"Scuola di Yoga Rhamni ASD","Yoga","Via Alfredo Cappellini, 18, 21013 Gallarate VA, Italia","+39 347 810 0542","Lun 10-14, 17-21:30 | Mar 10-14, 18-21:10 | Mer 10-12, 17-21:30 | Gio 10-21:30 | Ven 10-14, 18-20:30 | Sab 10-12:15 | Dom 10-11","http://www.rhamni.it/","45.646954999999998","8.7950060000000008"
"Scuola Parkour","Fitness","Ufficio, Via Fiorina 9, 6600 Locarno, Svizzera","+41 79 429 24 36","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab chiuso | Dom chiuso","http://www.scuolaparkour.ch/","46.170453999999999","8.7919719999999995"
"Scuola Parkour","Fitness","Via Dr. Giovanni Varesi 30, 6605 Locarno, Svizzera","+41 79 429 24 36","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab chiuso | Dom chiuso","http://www.scuolaparkour.ch/","46.163494","8.7954650000000001"
"Scuola Tennis Apd Aurora Induno","Fitness","Via Brughiera, 63, 21056 Induno Olona VA, Italia","+39 339 891 3270","Lun 08-22 | Mar 08-22 | Mer 08-22 | Gio 08-22 | Ven 08-22 | Sab 08-22 | Dom chiuso","https://www.piutennis.varese.it/","45.848874000000002","8.8530309999999997"
"Scuola Tennis Asd Più Tennis Besozzo","Fitness","Via Milano, 25, 21023 Besozzo VA, Italia","+39 339 891 3270","Lun 09-22 | Mar 09-22 | Mer 09-22 | Gio 09-22 | Ven 09-22 | Sab 09-22 | Dom chiuso","https://www.piutennis.varese.it/","45.836686999999998","8.6697509999999998"
"Scuola Tennis by Margaroli","Fitness","Via Dassone 2, 6965 Lugano, Svizzera","+41 91 945 33 22","Lun 08:30-22 | Mar 08:30-22 | Mer 08:30-22 | Gio 08:30-22 | Ven 08:30-22 | Sab 08:30-22 | Dom 08:30-22","http://www.scuolatennis.ch/","46.050204999999998","8.9884419999999992"
"Scuola Tennis I Duni","Fitness","Via Cascina Duno, 20, 21100 Via Duno VA, Italia","+39 377 515 9544","Lun 09-22 | Mar 09-22 | Mer 09-22 | Gio 09-22 | Ven 09-22 | Sab 09-22 | Dom 09-20","http://www.sat2010.it/","45.782145999999997","8.8592440000000003"
"scuolatennis.it - Varese","Fitness","Via Gerolamo Garoni, 7, 21100 Varese VA, Italia","+39 348 726 3617","Lun 08-22 | Mar 08-22 | Mer 08-22 | Gio 08-22 | Ven 08-22 | Sab 08-22 | Dom 08-22","https://www.scuolatennis.it/","45.810229","8.8185719999999996"
"SD Personal Trainer Official - Samuel D'urso","Fitness","Via Trieste, 43, 21023 Besozzo VA, Italia","+39 329 661 9710","Orari da verificare","","45.857768999999998","8.6720679999999994"
"Sentiero della magia nel bosco","Fitness","Via ai Ronchi, 75, 21049 Tradate VA, Italia","+39 0331 841900","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","http://www.centrodidatticoscientifico.it/","45.712428000000003","8.9317829999999994"
"Seven lakes jiu-jitsu","JiuJitsu Brasiliano","Via Varese, 72 b, 21013 Gallarate VA, Italia","","Lun 09:30-11, 20:30-22 | Mar 19:30-22 | Mer 09:30-11, 20:30-22 | Gio 19:30-22 | Ven 20:30-22 | Sab chiuso | Dom chiuso","","45.684080000000002","8.8005370000000003"
"SevenBlocks","Fitness","Via Moree 16, 6850 Mendrisio, Svizzera","+41 78 641 02 70","Lun 06-20:15 | Mar 07-20:15 | Mer 08-20:15 | Gio 06-20:15 | Ven 07-20:15 | Sab 09-11 | Dom 09-11","https://www.sevenblocks.ch/","45.875838000000002","8.9815210000000008"
"SevenBlocks","Fitness","Via Maestri Comacini 2, 6830 Chiasso, Svizzera","+41 78 641 02 70","Lun 06-20 | Mar 06-20 | Mer 06-20 | Gio 06-20 | Ven 06-20 | Sab 07-14 | Dom chiuso","https://www.sevenblocks.ch/","45.832773000000003","9.0345969999999998"
"Shaolin NanYuan KungFu Switzerland","Fitness","Via Emilio Bossi 29, 6830 Chiasso, Svizzera","+41 79 919 94 42","Orari da verificare","https://shaolinnanyuan.ch/","45.835942000000003","9.0315729999999999"
"Shaolin NanYuan KungFu Switzerland","Kung Fu","Via Sonvico 9, 6948 Porza, Svizzera","+41 79 919 94 42","Lun 08-20 | Mar 08-20 | Mer 08-20 | Gio 08-20 | Ven 10-16 | Sab chiuso | Dom chiuso","https://shaolinnanyuan.ch/","46.025659","8.963918"
"Shaolin NanYuan KungFu Switzerland","Fitness","Via Vallemaggia 11, 6900 Locarno, Svizzera","+41 79 919 94 42","Orari da verificare","https://shaolinnanyuan.ch/","46.169528","8.7885089999999995"
"Shape The Next Step Of Wellness","Fitness","Secondo Piano, Via G.B. Pioda 4, 6900 Lugano, Svizzera","+41 91 922 22 32","Lun 08-20 | Mar 08-20 | Mer chiuso | Gio 08-20 | Ven 08-20 | Sab chiuso | Dom chiuso","http://www.shapewellnessclub.com/","46.005972","8.9538139999999995"
"Shape Village","Fitness","Via Piave, 2, 22070 Appiano Gentile CO, Italia","+39 333 457 9458","Lun 07-00 | Mar 07-00 | Mer 07-00 | Gio 07-00 | Ven 07-00 | Sab 08-20 | Dom 08-20","http://www.shapevillage.com/","45.731116","8.9860410000000002"
"Shito-Ryu Karate Club","Karate","6900 Lugano, Svizzera","+41 76 466 10 61","Lun chiuso | Mar chiuso | Mer 18:30-20:30 | Gio chiuso | Ven 18:30-20 | Sab chiuso | Dom chiuso","http://www.itaidoshin.ch/","45.996696999999998","8.9432589999999994"
"Sho Bu Kan Club","Fitness","Via Novara, 49, 21013 Gallarate VA, Italia","+39 0331 370225","Lun 10:30-22 | Mar 10:30-12:30, 15:30-22 | Mer 15-22 | Gio 10:30-22 | Ven 10:30-12:30, 15:30-22 | Sab 10-16 | Dom chiuso","http://www.shobukanclub.it/","45.654788000000003","8.7817860000000003"
"Shobukan Mendrisio","MMA","Via alla Torre 42, 6850 Mendrisio, Svizzera","+41 79 696 62 39","Orari da verificare","","45.867300999999998","8.9882760000000008"
"SIBERIA PADEL Ascona","Fitness","Via Losone 14, 6612 Ascona, Svizzera","+41 79 956 99 07","Orari da verificare","https://playtomic.com/clubs/siberia-padel","46.161852000000003","8.7712350000000008"
"Simone De Vanna - Coaching e Personal Trainer Lugano","Fitness","Via Antonio Fusoni, 6900 Lugano, Svizzera","+41 78 751 88 00","Lun 09-20 | Mar 09-20 | Mer 09-20 | Gio 09-20 | Ven 09-20 | Sab 09-20 | Dom chiuso","https://www.strengthswiss.com/","46.009360000000001","8.9577779999999994"
"Sinergia e Benessere","Fitness","Vicolo Matro 26, 6592 Sant'Antonino, Svizzera","+41 79 621 20 17","Orari da verificare","https://www.sinergiaebenessere.com/","46.153596","8.9809169999999998"
"Sistemha - Palestra di potenziamento fisico e riabilitazione","Fitness","Via P. Togliatti, 27, 21047 Saronno VA, Italia","+39 370 348 5582","Lun 08-13:30, 15:30-21 | Mar 08-13:30, 15:30-21 | Mer 08-21 | Gio 08-13:30, 15:30-21 | Ven 08-21 | Sab 09:30-13:30 | Dom chiuso","https://www.sistemha.com/","45.634480000000003","9.0423539999999996"
"Sivasoorya Yoga","Yoga","Via Pierino Tatti 3, 6500 Bellinzona, Svizzera","+41 79 686 78 14","Orari da verificare","https://yellow.local.ch/d/yeI1r7ciWtiOe7TqveHNgg","46.189200999999997","9.0141690000000008"
"Skatepark di Lugano","Fitness","Via Trevano 90, 6900 Lugano, Svizzera","+41 58 866 72 66","Lun 09-22:30 | Mar 09-22:30 | Mer 09-22:30 | Gio 09-22:30 | Ven 09-22:30 | Sab 09-22:30 | Dom 09-22:30","http://www.skateparklugano.ch/","46.022416","8.9594109999999993"
"Slow Move Yoga & Wellness","Yoga","Via Pico 29, 6900 Lugano, Svizzera","+41 78 310 75 88","Lun 07-20:30 | Mar 07-20:30 | Mer 07-20:30 | Gio 07-20:30 | Ven 07-20:30 | Sab 09-18 | Dom 09:30-17","https://www.slow-move.ch/","46.008906000000003","8.9682870000000001"
"Smash dance school","Fitness","Via Mantova, 3, 21049 Tradate VA, Italia","+39 389 838 8132","Lun 17:30-22 | Mar 17:30-22 | Mer 17-22 | Gio 15-21 | Ven 19-20 | Sab chiuso | Dom chiuso","https://smashdanceschool.wixsite.com/smash-dance-school","45.690089999999998","8.9033929999999994"
"SMASH X3 - Bellavista Varese","Fitness","Via Campagnola, snc, 21045 Gazzada Schianno VA, Italia","+39 389 294 2368","Lun 08-00 | Mar 08-00 | Mer 08-00 | Gio 08-00 | Ven 08-00 | Sab 08-22 | Dom 08-22","https://smashx3.com/","45.794280999999998","8.8343050000000005"
"Società Canottieri Varese A.S.D","Fitness","Via dei Canottieri, 21, 21100 Varese VA, Italia","+39 320 604 0908","Lun 06-23 | Mar 06-23 | Mer 06-23 | Gio 06-23 | Ven 06-23 | Sab 06-23 | Dom 06-23","http://www.canottierivarese.it/","45.802","8.7801130000000001"
"Società Federale di Ginnastica Chiasso","Fitness","Via Francesco Soave, 6830 Chiasso, Svizzera","+41 91 682 40 46","Orari da verificare","","45.837170999999998","9.028575"
"Società Nuoto Mendrisio","Nuoto","Viale Canavee 9, 6850 Mendrisio, Svizzera","+41 91 646 08 10","Orari da verificare","http://www.societanuotomendrisio.ch/","45.865619000000002","8.9845240000000004"
"Societa'Ginnastica Pro Patria Bustese Sportiva","Fitness","Via Lodovico Ariosto, 1, 21052 Busto Arsizio VA, Italia","+39 0331 634583","Lun 14:30-18:30 | Mar 14:30-18:30 | Mer 14:30-18:30 | Gio 14:30-18:30 | Ven 14:30-18:30 | Sab chiuso | Dom chiuso","http://www.propatriabustese.it/","45.607872","8.8537320000000008"
"Soledad Surace - Insegnante di KUNDALINI YOGA","Yoga","Via Achille Cadolini, 1, 21013 Gallarate VA, Italia","+39 375 611 4446","Lun chiuso | Mar 18:30-20:30 | Mer 18:30-20:30 | Gio chiuso | Ven chiuso | Sab chiuso | Dom chiuso","https://www.tempiacquariani.com/","45.659024000000002","8.7907499999999992"
"Sottopassaggio piscina comunale","Nuoto","Via Fontana da Sagno, 6830 Chiasso, Svizzera","","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","","45.838667000000001","9.0262410000000006"
"Soulstudio Sagl: yoga, mindfulness, sound healing","Yoga","Vicolo Viganale 3, 6818 Melano, Svizzera","+41 77 413 64 86","Lun 14-19:30 | Mar 15-21 | Mer 08-17 | Gio 10-19:30 | Ven 08:30-17:30 | Sab 08:30-12 | Dom chiuso","https://www.chiaraluce.ch/","45.921996999999998","8.9872010000000007"
"SPACE - UNO SPAZIO PER E IL CORPO E LA MENTE","Pilates","Via Francesco Borromini, 37, 21100 Varese VA, Italia","+39 348 886 7789","Lun 09-21 | Mar 12:45-21:30 | Mer 13-21 | Gio 09-21 | Ven 14:45-20 | Sab 15-17:30 | Dom chiuso","http://www.space-varese.it/","45.837670000000003","8.8219989999999999"
"Spartan Gym Busto Arsizio","Fitness","Via della Concordia, 4, 21052 Busto Arsizio VA, Italia","+39 329 031 2058","Lun 06-21 | Mar 06-21 | Mer 06-21 | Gio 06-21 | Ven 06-21 | Sab 09-16 | Dom 10-14","https://spartangymbustoarsizio.it/","45.609316999999997","8.8515390000000007"
"Spazio 360°","Fitness","Via Emilio Bossi 29, 6830 Chiasso, Svizzera","+41 76 387 00 18","Orari da verificare","http://www.spazio360.ch/","45.835867","9.0313320000000008"
"Spazio Consolida - Yoga Arte Natura","Yoga","Via Centrale 26, 6594 Contone, Svizzera","+41 76 518 30 96","Lun 09-21 | Mar 09-20:30 | Mer 09-20:30 | Gio 09-21 | Ven 09-17 | Sab 09-12 | Dom chiuso","https://spazioconsolida.ch/","46.149169000000001","8.9231730000000002"
"Spazio d'Essere- Kundalini Yoga e Counseling","Yoga","Via Bartolomeo Varenna 43, 6600 Locarno, Svizzera","+41 78 705 19 57","Orari da verificare","http://www.spaziodessere.ch/","46.167127999999998","8.7837809999999994"
"Spazio Elle","Fitness","Piazza G. Pedrazzini 12, 6600 Locarno, Svizzera","","Orari da verificare","https://www.ellelocarno.ch/","46.166929000000003","8.7985279999999992"
"Spazio Esychìa - Anna Arturi","Yoga","Via Francesco del Cairo, 32, 21100 Varese VA, Italia","+39 351 665 3000","Orari da verificare","https://spazioesychia.my.canva.site/spazioesychia","45.820084000000001","8.8232379999999999"
"Spazio Pilates Boutique","Pilates","Quartiere Maghetti 10, 6900 Lugano, Svizzera","+41 77 453 74 43","Lun 08-20 | Mar 06:25-20 | Mer 08-20 | Gio 06:25-20 | Ven 08-20 | Sab 09-12 | Dom chiuso","https://spaziopilatesboutique.com/","46.005208000000003","8.953538"
"Spazio Yoga","Yoga","Via S. Giovanni 9, 6500 Bellinzona, Svizzera","+41 79 291 17 57","Orari da verificare","https://yellow.local.ch/d/XFrSBYcC4JoxO38sJsgz6g","46.195278999999999","9.0253960000000006"
"Spazio Yoga Ticino","Yoga","Via Rinaldo Simen, 6900 Lugano, Svizzera","+41 79 301 97 72","Lun 18:15-19:45 | Mar 18:30-20 | Mer 09:30-11 | Gio chiuso | Ven chiuso | Sab chiuso | Dom chiuso","http://www.spazioyogaticino.ch/","46.013669999999998","8.9565429999999999"
"SpeedyPadel","Fitness","Via Cadepiano 14, 6917 Barbengo, Svizzera","+41 91 980 02 67","Lun 08:30-18:30 | Mar 08:30-18:30 | Mer 08:30-18:30 | Gio 08:30-18:30 | Ven 08:30-18:30 | Sab chiuso | Dom chiuso","http://www.speedypadel.ch/","45.963504","8.9194870000000002"
"Spiaggia dei Fotografi","Fitness","Via dei Canottieri, 15, 21100 Varese VA, Italia","","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab chiuso | Dom 00:00-24:00","http://varesedoyoulake.it/","45.802509000000001","8.7783890000000007"
"Sport Café Locarno","Fitness","Via della Posta 4, 6600 Locarno, Svizzera","+41 91 751 22 33","Lun 07-01 | Mar 07-01 | Mer 07-01 | Gio 07-01 | Ven 07-02 | Sab 16-02 | Dom chiuso","http://www.sportcafelocarno.ch/","46.168574999999997","8.7970860000000002"
"SPORT CLINIC","Fitness","Via Pasquale Lucchini 7, 6900 Lugano, Svizzera","+41 76 474 00 48","Lun 08-20 | Mar 08-20 | Mer 08-20 | Gio 08-20 | Ven 08-20 | Sab 08-13 | Dom chiuso","http://www.clinicsport.ch/","46.006318","8.956963"
"Sport Club 12 Induno Olona","Fitness","Via Olimpiade, 5, 21056 Induno Olona VA, Italia","+39 0332 202964","Lun 07-21:30 | Mar 08:30-21:30 | Mer 07-21:30 | Gio 08:30-21:30 | Ven 07-21:30 | Sab 08:30-18 | Dom 09-13","https://www.sportclub12induno.it/","45.850324999999998","8.8515899999999998"
"SportAcademy","Fitness","V. Erminia Macerati 4, 6852 Genestrerio, Svizzera","","Lun 09-23 | Mar 09-23 | Mer 09-23 | Gio 09-23 | Ven 09-23 | Sab 09-23 | Dom 09-23","https://sportacademy.team/","45.852817000000002","8.9594749999999994"
